PRINCIPLE COMMODITY,COUNTRY,UNIT,QUANTITY,Value(US$ million)
FINISHED LEATHER                                  ,UZBEKISTAN,KGS,17648,0.03
FINISHED LEATHER                                  ,VENEZUELA,KGS,49980,0.05
FINISHED LEATHER                                  ,VIETNAM SOC REP,KGS,1468513,28.93
FINISHED LEATHER                                  ,ZAMBIA,KGS,0,0.00
FINISHED LEATHER                                  ,ZIMBABWE,KGS,11520,0.02
FOOTWEAR OF LEATHER                               ,AUSTRALIA,NA,NA,0.07
FOOTWEAR OF LEATHER                               ,AUSTRIA,NA,NA,0.04
FOOTWEAR OF LEATHER                               ,BANGLADESH PR,NA,NA,49.13
FOOTWEAR OF LEATHER                               ,BELGIUM,NA,NA,0.77
FOOTWEAR OF LEATHER                               ,BELIZE,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,BRAZIL,NA,NA,1.87
FOOTWEAR OF LEATHER                               ,BULGARIA,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,CAMBODIA,NA,NA,7.78
FOOTWEAR OF LEATHER                               ,CANADA,NA,NA,0.01
FOOTWEAR OF LEATHER                               ,CHINA P RP,NA,NA,143.20
FOOTWEAR OF LEATHER                               ,CROATIA,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,CYPRUS,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,CZECH REPUBLIC,NA,NA,0.18
FOOTWEAR OF LEATHER                               ,DENMARK,NA,NA,0.05
FOOTWEAR OF LEATHER                               ,DOMINIC REP,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,ESTONIA,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,FINLAND,NA,NA,0.01
FOOTWEAR OF LEATHER                               ,FRANCE,NA,NA,5.19
FOOTWEAR OF LEATHER                               ,GEORGIA,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,GERMANY,NA,NA,6.10
FOOTWEAR OF LEATHER                               ,GREECE,NA,NA,0.01
FOOTWEAR OF LEATHER                               ,GUYANA,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,HONG KONG,NA,NA,14.25
FOOTWEAR OF LEATHER                               ,HUNGARY,NA,NA,0.04
FOOTWEAR OF LEATHER                               ,INDONESIA,NA,NA,48.68
FOOTWEAR OF LEATHER                               ,IRELAND,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,ISRAEL,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,ITALY,NA,NA,10.97
FOOTWEAR OF LEATHER                               ,JAPAN,NA,NA,0.25
FOOTWEAR OF LEATHER                               ,KOREA RP,NA,NA,0.17
FOOTWEAR OF LEATHER                               ,LATVIA,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,MACAO,NA,NA,0.01
FOOTWEAR OF LEATHER                               ,MALAYSIA,NA,NA,2.82
FOOTWEAR OF LEATHER                               ,MAURITANIA,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,MEXICO,NA,NA,0.02
FOOTWEAR OF LEATHER                               ,MOROCCO,NA,NA,0.04
FOOTWEAR OF LEATHER                               ,MYANMAR,NA,NA,1.02
FOOTWEAR OF LEATHER                               ,NEPAL,NA,NA,6.33
FOOTWEAR OF LEATHER                               ,NETHERLAND,NA,NA,4.21
FOOTWEAR OF LEATHER                               ,NETHERLANDANTIL,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,NEW ZEALAND,NA,NA,0.01
FOOTWEAR OF LEATHER                               ,PHILIPPINES,NA,NA,0.03
FOOTWEAR OF LEATHER                               ,POLAND,NA,NA,0.23
FOOTWEAR OF LEATHER                               ,PORTUGAL,NA,NA,0.80
FOOTWEAR OF LEATHER                               ,QATAR,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,ROMANIA,NA,NA,0.23
FOOTWEAR OF LEATHER                               ,RUSSIA,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,SAUDI ARAB,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,SERBIA,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,SEYCHELLES,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,SINGAPORE,NA,NA,10.01
FOOTWEAR OF LEATHER                               ,SLOVAK REP,NA,NA,0.01
FOOTWEAR OF LEATHER                               ,SLOVENIA,NA,NA,0.21
FOOTWEAR OF LEATHER                               ,SOUTH AFRICA,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,SPAIN,NA,NA,7.42
FOOTWEAR OF LEATHER                               ,SRI LANKA DSR,NA,NA,0.07
FOOTWEAR OF LEATHER                               ,SWAZILAND,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,SWEDEN,NA,NA,0.03
FOOTWEAR OF LEATHER                               ,SWITZERLAND,NA,NA,5.84
FOOTWEAR OF LEATHER                               ,TAIWAN,NA,NA,3.86
FOOTWEAR OF LEATHER                               ,TANZANIA REP,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,THAILAND,NA,NA,0.61
FOOTWEAR OF LEATHER                               ,TUNISIA,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,TURKEY,NA,NA,0.48
FOOTWEAR OF LEATHER                               ,U ARAB EMTS,NA,NA,2.24
FOOTWEAR OF LEATHER                               ,U K,NA,NA,5.09
FOOTWEAR OF LEATHER                               ,U S A,NA,NA,2.21
FOOTWEAR OF LEATHER                               ,UKRAINE,NA,NA,0.40
FOOTWEAR OF LEATHER                               ,UNSPECIFIED,NA,NA,0.18
FOOTWEAR OF LEATHER                               ,VENEZUELA,NA,NA,0.00
FOOTWEAR OF LEATHER                               ,VIETNAM SOC REP,NA,NA,137.72
FOOTWEAR OF LEATHER                               ,VIRGIN IS US,NA,NA,0.13
FOOTWEAR OF LEATHER                               ,ZIMBABWE,NA,NA,0.00
LEATHER FOOTWEAR COMPONENT                        ,ARGENTINA,KGS,2734,0.06
LEATHER FOOTWEAR COMPONENT                        ,AUSTRALIA,KGS,5271,0.15
LEATHER FOOTWEAR COMPONENT                        ,AUSTRIA,KGS,0,0.00
LEATHER FOOTWEAR COMPONENT                        ,BANGLADESH PR,KGS,0,0.00
LEATHER FOOTWEAR COMPONENT                        ,BELGIUM,KGS,0,0.00
LEATHER FOOTWEAR COMPONENT                        ,BRAZIL,KGS,31347,0.18
LEATHER FOOTWEAR COMPONENT                        ,CAMBODIA,KGS,0,0.00
LEATHER FOOTWEAR COMPONENT                        ,CHINA P RP,KGS,1981838,15.62
LEATHER FOOTWEAR COMPONENT                        ,FINLAND,KGS,0,0.00
LEATHER FOOTWEAR COMPONENT                        ,FRANCE,KGS,1609,0.03
LEATHER FOOTWEAR COMPONENT                        ,GERMANY,KGS,7061,0.08
LEATHER FOOTWEAR COMPONENT                        ,HONG KONG,KGS,35646,1.03
LEATHER FOOTWEAR COMPONENT                        ,HUNGARY,KGS,36,0.00
LEATHER FOOTWEAR COMPONENT                        ,INDONESIA,KGS,9923,0.28
LEATHER FOOTWEAR COMPONENT                        ,ISRAEL,KGS,151,0.02
LEATHER FOOTWEAR COMPONENT                        ,ITALY,KGS,131680,1.38
LEATHER FOOTWEAR COMPONENT                        ,JAPAN,KGS,0,0.00
LEATHER FOOTWEAR COMPONENT                        ,KOREA RP,KGS,5296,0.08
LEATHER FOOTWEAR COMPONENT                        ,NEPAL,KGS,0,0.00
LEATHER FOOTWEAR COMPONENT                        ,NETHERLAND,KGS,35607,0.12
LEATHER FOOTWEAR COMPONENT                        ,POLAND,KGS,0,0.00
LEATHER FOOTWEAR COMPONENT                        ,PORTUGAL,KGS,1346,0.02
LEATHER FOOTWEAR COMPONENT                        ,RUSSIA,KGS,0,0.00
LEATHER FOOTWEAR COMPONENT                        ,SLOVAK REP,KGS,14,0.00
LEATHER FOOTWEAR COMPONENT                        ,SOUTH AFRICA,KGS,0,0.00
LEATHER FOOTWEAR COMPONENT                        ,SPAIN,KGS,84872,0.59
LEATHER FOOTWEAR COMPONENT                        ,SRI LANKA DSR,KGS,7631,0.42
LEATHER FOOTWEAR COMPONENT                        ,SWITZERLAND,KGS,187,0.01
LEATHER FOOTWEAR COMPONENT                        ,TAIWAN,KGS,81033,0.77
LEATHER FOOTWEAR COMPONENT                        ,THAILAND,KGS,13864,0.24
LEATHER FOOTWEAR COMPONENT                        ,TURKEY,KGS,1688,0.02
LEATHER FOOTWEAR COMPONENT                        ,U ARAB EMTS,KGS,64808,0.93
LEATHER FOOTWEAR COMPONENT                        ,U K,KGS,76,0.00
LEATHER FOOTWEAR COMPONENT                        ,U S A,KGS,37746,1.27
LEATHER FOOTWEAR COMPONENT                        ,UNSPECIFIED,KGS,3542,0.04
LEATHER FOOTWEAR COMPONENT                        ,UZBEKISTAN,KGS,0,0.00
LEATHER FOOTWEAR COMPONENT                        ,VIETNAM SOC REP,KGS,662227,12.04
LEATHER GARMENTS                                  ,AUSTRIA,KGS,48,0.00
LEATHER GARMENTS                                  ,BANGLADESH PR,KGS,66,0.02
LEATHER GARMENTS                                  ,BELGIUM,KGS,82,0.01
LEATHER GARMENTS                                  ,CAMBODIA,KGS,0,0.00
LEATHER GARMENTS                                  ,CANADA,KGS,2,0.00
LEATHER GARMENTS                                  ,CHINA P RP,KGS,84,0.01
LEATHER GARMENTS                                  ,DENMARK,KGS,395,0.02
LEATHER GARMENTS                                  ,FRANCE,KGS,602,0.13
LEATHER GARMENTS                                  ,GERMANY,KGS,873,0.09
LEATHER GARMENTS                                  ,GREECE,KGS,0,0.00
LEATHER GARMENTS                                  ,HONG KONG,KGS,156,0.04
LEATHER GARMENTS                                  ,ITALY,KGS,1199,0.24
LEATHER GARMENTS                                  ,JAPAN,KGS,2,0.00
LEATHER GARMENTS                                  ,KOREA RP,KGS,11,0.00
LEATHER GARMENTS                                  ,MALAYSIA,KGS,190,0.03
LEATHER GARMENTS                                  ,MAURITANIA,KGS,0,0.00
LEATHER GARMENTS                                  ,NETHERLAND,KGS,164,0.01
LEATHER GARMENTS                                  ,POLAND,KGS,26,0.00
LEATHER GARMENTS                                  ,SINGAPORE,KGS,898,0.17
LEATHER GARMENTS                                  ,SPAIN,KGS,2221,0.27
LEATHER GARMENTS                                  ,SWEDEN,KGS,0,0.00
LEATHER GARMENTS                                  ,SWITZERLAND,KGS,265,0.10
LEATHER GARMENTS                                  ,TAIWAN,KGS,6,0.00
LEATHER GARMENTS                                  ,TUNISIA,KGS,0,0.00
LEATHER GARMENTS                                  ,TURKEY,KGS,3,0.00
LEATHER GARMENTS                                  ,U ARAB EMTS,KGS,1011,0.04
LEATHER GARMENTS                                  ,U K,KGS,1763,0.13
LEATHER GARMENTS                                  ,U S A,KGS,494,0.07
LEATHER GARMENTS                                  ,UNSPECIFIED,KGS,168,0.01
LEATHER GARMENTS                                  ,VIETNAM SOC REP,KGS,4,0.00
LEATHER GOODS                                     ,AUSTRALIA,NA,NA,0.02
LEATHER GOODS                                     ,AUSTRIA,NA,NA,0.01
LEATHER GOODS                                     ,BAHARAIN IS,NA,NA,0.00
LEATHER GOODS                                     ,BANGLADESH PR,NA,NA,0.09
LEATHER GOODS                                     ,BELGIUM,NA,NA,0.01
LEATHER GOODS                                     ,BRAZIL,NA,NA,0.00
LEATHER GOODS                                     ,CAMBODIA,NA,NA,0.08
LEATHER GOODS                                     ,CANADA,NA,NA,0.28
LEATHER GOODS                                     ,CHILE,NA,NA,0.07
LEATHER GOODS                                     ,CHINA P RP,NA,NA,15.56
LEATHER GOODS                                     ,CYPRUS,NA,NA,0.00
LEATHER GOODS                                     ,CZECH REPUBLIC,NA,NA,0.04
LEATHER GOODS                                     ,DENMARK,NA,NA,0.07
LEATHER GOODS                                     ,FINLAND,NA,NA,0.01
LEATHER GOODS                                     ,FRANCE,NA,NA,3.30
LEATHER GOODS                                     ,GEORGIA,NA,NA,0.00
LEATHER GOODS                                     ,GERMANY,NA,NA,0.79
LEATHER GOODS                                     ,GREECE,NA,NA,0.00
LEATHER GOODS                                     ,HONG KONG,NA,NA,4.94
LEATHER GOODS                                     ,INDONESIA,NA,NA,0.58
LEATHER GOODS                                     ,IRELAND,NA,NA,0.01
LEATHER GOODS                                     ,ISRAEL,NA,NA,0.00
LEATHER GOODS                                     ,ITALY,NA,NA,10.14
LEATHER GOODS                                     ,JAPAN,NA,NA,0.03
LEATHER GOODS                                     ,KOREA RP,NA,NA,0.04
LEATHER GOODS                                     ,LEBANON,NA,NA,0.00
LEATHER GOODS                                     ,LUXEMBOURG,NA,NA,0.09
LEATHER GOODS                                     ,MACAO,NA,NA,0.00
LEATHER GOODS                                     ,MALAYSIA,NA,NA,0.46
LEATHER GOODS                                     ,MYANMAR,NA,NA,0.00
LEATHER GOODS                                     ,NEPAL,NA,NA,0.08
LEATHER GOODS                                     ,NETHERLAND,NA,NA,2.40
LEATHER GOODS                                     ,NETHERLANDANTIL,NA,NA,0.00
LEATHER GOODS                                     ,NEW ZEALAND,NA,NA,0.00
LEATHER GOODS                                     ,PHILIPPINES,NA,NA,0.02
LEATHER GOODS                                     ,POLAND,NA,NA,0.02
LEATHER GOODS                                     ,PORTUGAL,NA,NA,0.21
LEATHER GOODS                                     ,QATAR,NA,NA,0.01
LEATHER GOODS                                     ,SAUDI ARAB,NA,NA,0.00
LEATHER GOODS                                     ,SINGAPORE,NA,NA,8.69
LEATHER GOODS                                     ,SLOVENIA,NA,NA,0.00
LEATHER GOODS                                     ,SOUTH AFRICA,NA,NA,0.00
LEATHER GOODS                                     ,SPAIN,NA,NA,0.44
LEATHER GOODS                                     ,SRI LANKA DSR,NA,NA,0.01
LEATHER GOODS                                     ,SWEDEN,NA,NA,0.04
LEATHER GOODS                                     ,SWITZERLAND,NA,NA,5.93
LEATHER GOODS                                     ,TAIWAN,NA,NA,0.03
LEATHER GOODS                                     ,THAILAND,NA,NA,0.58
LEATHER GOODS                                     ,TUNISIA,NA,NA,0.00
LEATHER GOODS                                     ,TURKEY,NA,NA,0.28
LEATHER GOODS                                     ,U ARAB EMTS,NA,NA,1.85
LEATHER GOODS                                     ,U K,NA,NA,0.63
LEATHER GOODS                                     ,U S A,NA,NA,2.11
LEATHER GOODS                                     ,UKRAINE,NA,NA,0.00
LEATHER GOODS                                     ,UNSPECIFIED,NA,NA,0.08
LEATHER GOODS                                     ,URUGUAY,NA,NA,0.01
LEATHER GOODS                                     ,VIETNAM SOC REP,NA,NA,0.03
AGRO CHEMICALS                                    ,ALGERIA,KGS,0,0.00
AGRO CHEMICALS                                    ,ARGENTINA,KGS,20005,0.84
AGRO CHEMICALS                                    ,AUSTRALIA,KGS,53170,1.08
AGRO CHEMICALS                                    ,AUSTRIA,KGS,9020,1.95
AGRO CHEMICALS                                    ,BAHARAIN IS,KGS,1280,0.00
AGRO CHEMICALS                                    ,BANGLADESH PR,KGS,0,0.00
AGRO CHEMICALS                                    ,BELGIUM,KGS,2438002,29.61
AGRO CHEMICALS                                    ,BRAZIL,KGS,26045,0.88
AGRO CHEMICALS                                    ,CANADA,KGS,365136,0.22
AGRO CHEMICALS                                    ,CHILE,KGS,0,0.00
AGRO CHEMICALS                                    ,CHINA P RP,KGS,69546352,742.98
AGRO CHEMICALS                                    ,COLOMBIA,KGS,0,0.00
AGRO CHEMICALS                                    ,COSTA RICA,KGS,0,0.00
AGRO CHEMICALS                                    ,COTE D' IVOIRE,KGS,7140,0.10
AGRO CHEMICALS                                    ,CUBA,KGS,14400,0.08
AGRO CHEMICALS                                    ,CZECH REPUBLIC,KGS,6900,0.03
AGRO CHEMICALS                                    ,DENMARK,KGS,338316,1.90
AGRO CHEMICALS                                    ,EGYPT A RP,KGS,0,0.00
AGRO CHEMICALS                                    ,FRANCE,KGS,1029879,18.74
AGRO CHEMICALS                                    ,GERMANY,KGS,3738884,74.58
AGRO CHEMICALS                                    ,GHANA,KGS,10008,0.14
AGRO CHEMICALS                                    ,GREECE,KGS,17940,0.02
AGRO CHEMICALS                                    ,HONG KONG,KGS,204720,6.86
AGRO CHEMICALS                                    ,HUNGARY,KGS,0,0.00
AGRO CHEMICALS                                    ,INDONESIA,KGS,97,0.00
AGRO CHEMICALS                                    ,IRELAND,KGS,5,0.00
AGRO CHEMICALS                                    ,ISRAEL,KGS,10285141,98.05
AGRO CHEMICALS                                    ,ITALY,KGS,1860380,9.39
AGRO CHEMICALS                                    ,JAPAN,KGS,3957866,137.39
AGRO CHEMICALS                                    ,JORDAN,KGS,4,0.00
AGRO CHEMICALS                                    ,KENYA,KGS,401,0.04
AGRO CHEMICALS                                    ,KOREA RP,KGS,629756,23.32
AGRO CHEMICALS                                    ,MALAWI,KGS,0,0.00
AGRO CHEMICALS                                    ,MALAYSIA,KGS,582904,1.89
AGRO CHEMICALS                                    ,MAURITIUS,KGS,116208,0.35
AGRO CHEMICALS                                    ,MEXICO,KGS,11952,0.04
AGRO CHEMICALS                                    ,NETHERLAND,KGS,2944931,94.59
AGRO CHEMICALS                                    ,NEW ZEALAND,KGS,18270,0.11
AGRO CHEMICALS                                    ,NIGERIA,KGS,1,0.00
AGRO CHEMICALS                                    ,OMAN,KGS,0,0.00
AGRO CHEMICALS                                    ,PHILIPPINES,KGS,0,0.00
AGRO CHEMICALS                                    ,POLAND,KGS,30711,0.88
AGRO CHEMICALS                                    ,PORTUGAL,KGS,1,0.00
AGRO CHEMICALS                                    ,PUERTO RICO,KGS,106200,6.73
AGRO CHEMICALS                                    ,QATAR,KGS,3991,0.03
AGRO CHEMICALS                                    ,RUSSIA,KGS,216000,1.48
AGRO CHEMICALS                                    ,SINGAPORE,KGS,2778777,38.80
AGRO CHEMICALS                                    ,SOUTH AFRICA,KGS,6013,0.12
AGRO CHEMICALS                                    ,SPAIN,KGS,819807,18.91
AGRO CHEMICALS                                    ,SRI LANKA DSR,KGS,19,0.00
AGRO CHEMICALS                                    ,SUDAN,KGS,5300,0.07
AGRO CHEMICALS                                    ,SWEDEN,KGS,1502,0.03
AGRO CHEMICALS                                    ,SWITZERLAND,KGS,215551,8.85
AGRO CHEMICALS                                    ,TAIWAN,KGS,9246355,36.11
AGRO CHEMICALS                                    ,TANZANIA REP,KGS,0,0.00
AGRO CHEMICALS                                    ,THAILAND,KGS,5137606,30.01
AGRO CHEMICALS                                    ,TURKEY,KGS,174375,0.63
AGRO CHEMICALS                                    ,U ARAB EMTS,KGS,1220929,11.23
AGRO CHEMICALS                                    ,U K,KGS,1550615,53.79
AGRO CHEMICALS                                    ,U S A,KGS,13584299,334.91
AGRO CHEMICALS                                    ,UKRAINE,KGS,34374,0.30
AGRO CHEMICALS                                    ,UNSPECIFIED,KGS,51000,0.70
AGRO CHEMICALS                                    ,VIETNAM SOC REP,KGS,311915,10.48
COSMETICS AND TOILETRIES                          ,AFGHANISTAN,KGS,7,0.00
COSMETICS AND TOILETRIES                          ,ALBANIA,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,ALGERIA,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,AMERI SAMOA,KGS,1100,0.01
COSMETICS AND TOILETRIES                          ,ANDORRA,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,ANGOLA,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,ARGENTINA,KGS,330517,0.38
COSMETICS AND TOILETRIES                          ,AUSTRALIA,KGS,2337051,10.41
COSMETICS AND TOILETRIES                          ,AUSTRIA,KGS,73198,0.70
COSMETICS AND TOILETRIES                          ,BAHARAIN IS,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,BANGLADESH PR,KGS,15898851,17.61
COSMETICS AND TOILETRIES                          ,BELGIUM,KGS,7489590,69.12
COSMETICS AND TOILETRIES                          ,BRAZIL,KGS,1660651,10.74
COSMETICS AND TOILETRIES                          ,BRUNEI,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,BULGARIA,KGS,119437,1.20
COSMETICS AND TOILETRIES                          ,CAMBODIA,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,CAMEROON,KGS,420000,0.55
COSMETICS AND TOILETRIES                          ,CANADA,KGS,522136,5.91
COSMETICS AND TOILETRIES                          ,CHILE,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,CHINA P RP,KGS,57415630,227.21
COSMETICS AND TOILETRIES                          ,COLOMBIA,KGS,26246,0.12
COSMETICS AND TOILETRIES                          ,COSTA RICA,KGS,38,0.00
COSMETICS AND TOILETRIES                          ,COTE D' IVOIRE,KGS,50,0.00
COSMETICS AND TOILETRIES                          ,CROATIA,KGS,55105,0.13
COSMETICS AND TOILETRIES                          ,CYPRUS,KGS,121,0.01
COSMETICS AND TOILETRIES                          ,CZECH REPUBLIC,KGS,71790,1.02
COSMETICS AND TOILETRIES                          ,DENMARK,KGS,198591,1.14
COSMETICS AND TOILETRIES                          ,DJIBOUTI,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,ECUADOR,KGS,175,0.01
COSMETICS AND TOILETRIES                          ,EGYPT A RP,KGS,792101,1.92
COSMETICS AND TOILETRIES                          ,EL SALVADOR,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,ESTONIA,KGS,642,0.00
COSMETICS AND TOILETRIES                          ,ETHIOPIA,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,FIJI IS,KGS,2,0.00
COSMETICS AND TOILETRIES                          ,FINLAND,KGS,213465,0.51
COSMETICS AND TOILETRIES                          ,FRANCE,KGS,3566811,77.68
COSMETICS AND TOILETRIES                          ,GEORGIA,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,GERMANY,KGS,11377586,83.48
COSMETICS AND TOILETRIES                          ,GHANA,KGS,50,0.00
COSMETICS AND TOILETRIES                          ,GREECE,KGS,3462,0.13
COSMETICS AND TOILETRIES                          ,HONG KONG,KGS,1129848,8.55
COSMETICS AND TOILETRIES                          ,HUNGARY,KGS,514268,0.93
COSMETICS AND TOILETRIES                          ,INDONESIA,KGS,443167933,632.47
COSMETICS AND TOILETRIES                          ,IRAN,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,IRAQ,KGS,3045635,2.85
COSMETICS AND TOILETRIES                          ,IRELAND,KGS,131598,0.99
COSMETICS AND TOILETRIES                          ,ISRAEL,KGS,507653,5.98
COSMETICS AND TOILETRIES                          ,ITALY,KGS,6428278,44.60
COSMETICS AND TOILETRIES                          ,JAPAN,KGS,3984025,35.71
COSMETICS AND TOILETRIES                          ,JORDAN,KGS,188,0.00
COSMETICS AND TOILETRIES                          ,KAZAKHSTAN,KGS,132,0.00
COSMETICS AND TOILETRIES                          ,KENYA,KGS,160120,0.14
COSMETICS AND TOILETRIES                          ,KOREA RP,KGS,7235514,54.05
COSMETICS AND TOILETRIES                          ,KUWAIT,KGS,123848,0.12
COSMETICS AND TOILETRIES                          ,LATVIA,KGS,2,0.00
COSMETICS AND TOILETRIES                          ,LEBANON,KGS,11700,0.03
COSMETICS AND TOILETRIES                          ,LIBERIA,KGS,1075,0.00
COSMETICS AND TOILETRIES                          ,LIECHTENSTEIN,KGS,12,0.00
COSMETICS AND TOILETRIES                          ,LITHUANIA,KGS,975,0.01
COSMETICS AND TOILETRIES                          ,LUXEMBOURG,KGS,6625,0.02
COSMETICS AND TOILETRIES                          ,MALAWI,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,MALAYSIA,KGS,161348791,228.79
COSMETICS AND TOILETRIES                          ,MALDIVES,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,MALI,KGS,908,0.00
COSMETICS AND TOILETRIES                          ,MALTA,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,MAURITIUS,KGS,225,0.01
COSMETICS AND TOILETRIES                          ,MEXICO,KGS,556937,2.80
COSMETICS AND TOILETRIES                          ,MONACO,KGS,157,0.01
COSMETICS AND TOILETRIES                          ,MOROCCO,KGS,116229,2.19
COSMETICS AND TOILETRIES                          ,MYANMAR,KGS,1,0.00
COSMETICS AND TOILETRIES                          ,NEPAL,KGS,5352590,8.38
COSMETICS AND TOILETRIES                          ,NETHERLAND,KGS,4782631,35.90
COSMETICS AND TOILETRIES                          ,NETHERLANDANTIL,KGS,420,0.00
COSMETICS AND TOILETRIES                          ,NEW CALEDONIA,KGS,216,0.01
COSMETICS AND TOILETRIES                          ,NEW ZEALAND,KGS,30762,0.43
COSMETICS AND TOILETRIES                          ,NIGERIA,KGS,81289,0.13
COSMETICS AND TOILETRIES                          ,NORWAY,KGS,394,0.01
COSMETICS AND TOILETRIES                          ,OMAN,KGS,1824862,44.33
COSMETICS AND TOILETRIES                          ,PAPUA N GNA,KGS,3431003,2.85
COSMETICS AND TOILETRIES                          ,PARAGUAY,KGS,180,0.01
COSMETICS AND TOILETRIES                          ,PERU,KGS,47999,0.24
COSMETICS AND TOILETRIES                          ,PHILIPPINES,KGS,1999766,3.29
COSMETICS AND TOILETRIES                          ,POLAND,KGS,673525,5.16
COSMETICS AND TOILETRIES                          ,PORTUGAL,KGS,81926,0.80
COSMETICS AND TOILETRIES                          ,PUERTO RICO,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,QATAR,KGS,76214,0.20
COSMETICS AND TOILETRIES                          ,ROMANIA,KGS,286399,0.74
COSMETICS AND TOILETRIES                          ,RUSSIA,KGS,121823,0.33
COSMETICS AND TOILETRIES                          ,SAN MARINO,KGS,4215,0.02
COSMETICS AND TOILETRIES                          ,SAUDI ARAB,KGS,7840575,8.68
COSMETICS AND TOILETRIES                          ,SENEGAL,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,SEYCHELLES,KGS,7300,0.11
COSMETICS AND TOILETRIES                          ,SIERRA LEONE,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,SINGAPORE,KGS,11962891,57.65
COSMETICS AND TOILETRIES                          ,SLOVAK REP,KGS,22400,0.12
COSMETICS AND TOILETRIES                          ,SLOVENIA,KGS,72519,0.56
COSMETICS AND TOILETRIES                          ,SOUTH AFRICA,KGS,195628,1.30
COSMETICS AND TOILETRIES                          ,SPAIN,KGS,4717658,45.04
COSMETICS AND TOILETRIES                          ,SRI LANKA DSR,KGS,3656423,6.08
COSMETICS AND TOILETRIES                          ,SUDAN,KGS,80000,0.05
COSMETICS AND TOILETRIES                          ,SWAZILAND,KGS,1176,0.00
COSMETICS AND TOILETRIES                          ,SWEDEN,KGS,1086821,3.40
COSMETICS AND TOILETRIES                          ,SWITZERLAND,KGS,1157371,25.17
COSMETICS AND TOILETRIES                          ,TAIWAN,KGS,1337940,8.91
COSMETICS AND TOILETRIES                          ,TANZANIA REP,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,THAILAND,KGS,19339098,56.02
COSMETICS AND TOILETRIES                          ,TUNISIA,KGS,21000,0.06
COSMETICS AND TOILETRIES                          ,TURKEY,KGS,1778630,5.94
COSMETICS AND TOILETRIES                          ,U ARAB EMTS,KGS,17746014,156.81
COSMETICS AND TOILETRIES                          ,U K,KGS,7086214,173.76
COSMETICS AND TOILETRIES                          ,U S A,KGS,48131030,168.35
COSMETICS AND TOILETRIES                          ,UGANDA,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,UKRAINE,KGS,7849,0.10
COSMETICS AND TOILETRIES                          ,UNSPECIFIED,KGS,2966,0.01
COSMETICS AND TOILETRIES                          ,URUGUAY,KGS,72000,0.15
COSMETICS AND TOILETRIES                          ,UZBEKISTAN,KGS,277891,0.34
COSMETICS AND TOILETRIES                          ,VATICAN CITY,KGS,344,0.02
COSMETICS AND TOILETRIES                          ,VIETNAM SOC REP,KGS,3029625,4.52
COSMETICS AND TOILETRIES                          ,YEMEN REPUBLC,KGS,0,0.00
COSMETICS AND TOILETRIES                          ,ZAMBIA,KGS,19387,0.02
COSMETICS AND TOILETRIES                          ,ZIMBABWE,KGS,0,0.00
ESSENTIAL OILS                                    ,ARGENTINA,KGS,165,0.05
ESSENTIAL OILS                                    ,AUSTRALIA,KGS,69364,8.31
ESSENTIAL OILS                                    ,AUSTRIA,KGS,3227,0.16
